Instance,Income
112382,122847.65
112383,24095.504
112384,230895.83
112385,10735.689
112386,164381.81
112387,47521.94
112388,42020.89
112389,34395.348
112390,28364.248
112391,11097.708
112392,112740.56
112393,57162.414
112394,67720.84
112395,7916.017
112396,91789.14
112397,50388.13
112398,435624.6
112399,84305.016
112400,60828.363
112401,107415.195
112402,869094.8
112403,130227.69
112404,103597.36
112405,63826.06
112406,18568.736
112407,7946.369
112408,16390.516
112409,53246.43
112410,21160.338
112411,136546.38
112412,115520.49
112413,27784.777
112414,45501.883
112415,152256.55
112416,82514.586
112417,114691.83
112418,59203.574
112419,182483.81
112420,53844.652
112421,219821.39
112422,86660.52
112423,45983.727
112424,2188.0942
112425,47520.74
112426,93341.81
112427,320059.03
112428,139841.55
112429,6720.6084
112430,20138.459
112431,155609.12
112432,34916.504
112433,84229.48
112434,26765.285
112435,73742.34
112436,41314.98
112437,72376.55
112438,81003.22
112439,20886.34
112440,276288.0
112441,45586.81
112442,290668.0
112443,49139.797
112444,35969.4
112445,68602.65
112446,474249.0
112447,857257.2
112448,67700.91
112449,103958.78
112450,38267.918
112451,117620.445
112452,9016.82
112453,26750.0
112454,112355.73
112455,648697.25
112456,45370.65
112457,213536.62
112458,122805.02
112459,33442.504
112460,100466.52
112461,451590.94
112462,102686.234
112463,42364.453
112464,66049.84
112465,156743.84
112466,136695.33
112467,35033.125
112468,39178.727
112469,55979.49
112470,32092.062
112471,56811.707
112472,155776.62
112473,87419.38
112474,5451.974
112475,76195.18
112476,82327.516
112477,38840.91
112478,63800.406
112479,5279.7305
112480,53955.562
112481,151865.27
112482,41926.434
112483,308428.97
112484,49111.465
112485,85582.48
112486,24044.963
112487,19120.633
112488,108782.97
112489,41734.17
112490,320352.7
112491,82210.47
112492,52011.668
112493,378534.53
112494,11649.535
112495,6158.5225
112496,24359.568
112497,239924.58
112498,16015.11
112499,55452.387
112500,9943.876
112501,59683.61
112502,60088.07
112503,52874.062
112504,40747.473
112505,29323.78
112506,58582.293
112507,85722.67
112508,89408.65
112509,13830.962
112510,35458.09
112511,117944.61
112512,6469.8477
112513,72078.586
112514,31692.475
112515,93726.55
112516,82822.76
112517,2722.0886
112518,82544.68
112519,18887.791
112520,17637.49
112521,160262.22
112522,46516.035
112523,24056.537
112524,83451.055
112525,6593.737
112526,10351.973
112527,49873.113
112528,26246.955
112529,22034.498
112530,105630.44
112531,112462.46
112532,170305.9
112533,114639.234
112534,209222.77
112535,51811.77
112536,121650.07
112537,34667.395
112538,15159.396
112539,141926.8
112540,24278.8
112541,71439.97
112542,216091.2
112543,63841.367
112544,246404.45
112545,40254.25
112546,37395.24
112547,106149.77
112548,543030.8
112549,83981.21
112550,72237.17
112551,7347.797
112552,144462.05
112553,50237.82
112554,101530.77
112555,25321.79
112556,98725.234
112557,52861.324
112558,105412.41
112559,33628.457
112560,40093.484
112561,187508.92
112562,22429.65
112563,128263.67
112564,374811.2
112565,153255.22
112566,31470.598
112567,63517.1
112568,25413.729
112569,112251.28
112570,38037.17
112571,134046.9
112572,142620.61
112573,23394.133
112574,109232.58
112575,81980.305
112576,92319.26
112577,388455.22
112578,403256.9
112579,82986.22
112580,96133.016
112581,43951.332
112582,20770.826
112583,8741.564
112584,184263.97
112585,24119.246
112586,26081.373
112587,141434.94
112588,87621.16
112589,213805.33
112590,7507.023
112591,135127.94
112592,34779.08
112593,19942.455
112594,35818.977
112595,29834.889
112596,68177.78
112597,56417.816
112598,44239.75
112599,5919.5693
112600,24081.72
112601,146246.11
112602,23401.227
112603,79479.05
112604,174532.95
112605,18182.504
112606,69424.81
112607,44918.477
112608,78679.95
112609,152204.19
112610,59234.83
112611,173752.02
112612,168816.86
112613,95533.93
112614,179826.36
112615,71935.29
112616,103901.16
112617,82915.0
112618,340548.25
112619,38934.15
112620,34911.508
112621,23269.53
112622,95098.21
112623,69393.56
112624,38441.258
112625,55065.754
112626,129289.02
112627,33148.402
112628,41304.37
112629,45591.01
112630,49261.28
112631,65574.82
112632,184771.31
112633,142749.97
112634,26443.213
112635,49905.684
112636,75076.57
112637,194271.67
112638,21816.102
112639,49231.48
112640,35366.15
112641,30057.285
112642,263189.88
112643,24441.887
112644,102222.195
112645,62248.156
112646,7896.4956
112647,38925.062
112648,61581.234
112649,27582.447
112650,3232.409
112651,36795.402
112652,13290.025
112653,30431.562
112654,32253.373
112655,30818.553
112656,17654.21
112657,313440.0
112658,672191.94
112659,110925.81
112660,33208.54
112661,188834.16
112662,102542.56
112663,106048.125
112664,207773.89
112665,458020.7
112666,110011.5
112667,16587.271
112668,49673.996
112669,105115.14
112670,4698.5205
112671,209380.5
112672,106721.46
112673,83763.05
112674,32205.016
112675,47748.676
112676,32688.182
112677,34182.324
112678,12065.596
112679,105822.625
112680,95197.43
112681,20881.396
112682,120954.07
112683,9131.776
112684,280945.7
112685,37422.5
112686,33020.965
112687,16880.43
112688,29771.305
112689,116349.68
112690,29596.154
112691,44364.15
112692,35982.508
112693,102578.734
112694,41477.445
112695,154690.42
112696,180843.34
112697,102486.555
112698,89342.695
112699,329282.6
112700,228992.6
112701,363788.84
112702,156808.48
112703,48285.523
112704,33166.67
112705,224046.77
112706,69241.93
112707,24994.996
112708,123642.37
112709,148276.7
112710,59790.914
112711,70787.37
112712,5484.1865
112713,54721.49
112714,93138.3
112715,110825.945
112716,40894.758
112717,17626.455
112718,59954.996
112719,49847.08
112720,16330.127
112721,36204.88
112722,41882.227
112723,29672.45
112724,43377.28
112725,65294.95
112726,9978.66
112727,65563.4
112728,162786.22
112729,59421.293
112730,33805.91
112731,55147.99
112732,14840.798
112733,78610.734
112734,123608.414
112735,10084.177
112736,50846.562
112737,60642.734
112738,475422.72
112739,31812.031
112740,83204.336
112741,83819.06
112742,9893.177
112743,37448.273
112744,116842.07
112745,137919.34
112746,40271.527
112747,71678.39
112748,282952.25
112749,56147.668
112750,5551.602
112751,507035.38
112752,46608.266
112753,24910.98
112754,97489.63
112755,37899.473
112756,56033.535
112757,86146.47
112758,10460.361
112759,2919.577
112760,34745.773
112761,85715.88
112762,271527.2
112763,32105.102
112764,153985.72
112765,28693.633
112766,93911.43
112767,837579.06
112768,16302.705
112769,102129.305
112770,46007.547
112771,73786.02
112772,14285.942
112773,101315.04
112774,18606.66
112775,53343.03
112776,29973.98
112777,21462.186
112778,725706.8
112779,204839.2
112780,161936.12
112781,92258.39
112782,26818.105
112783,57849.094
112784,38324.98
112785,16815.246
112786,89954.39
112787,54064.273
112788,22437.072
112789,77218.05
112790,135888.12
112791,128261.42
112792,10058.768
112793,59276.117
112794,624732.8
112795,33474.254
112796,40026.777
112797,52950.633
112798,74800.87
112799,108073.59
112800,43702.797
112801,9683.459
112802,180012.47
112803,487214.78
112804,37059.074
112805,46962.77
112806,40697.89
112807,20050.73
112808,302055.62
112809,37990.383
112810,173975.89
112811,140657.78
112812,81247.79
112813,200482.12
112814,44751.562
112815,43360.957
112816,30172.252
112817,78187.77
112818,55601.266
112819,62696.46
112820,422693.12
112821,12120.661
112822,20452.473
112823,30065.309
112824,30189.615
112825,26260.225
112826,78378.64
112827,39613.492
112828,69821.07
112829,30356.248
112830,76807.87
112831,67610.766
112832,44148.477
112833,123466.01
112834,36633.46
112835,129493.56
112836,42867.44
112837,126826.62
112838,398484.03
112839,32600.324
112840,99477.195
112841,78494.51
112842,250493.45
112843,64193.63
112844,21305.31
112845,39345.914
112846,292524.97
112847,45858.375
112848,225242.66
112849,113494.19
112850,187188.69
112851,193569.77
112852,18045.182
112853,263358.06
112854,31236.928
112855,333119.75
112856,41036.26
112857,10532.887
112858,36678.883
112859,137784.11
112860,42450.88
112861,227435.61
112862,3099.6091
112863,82717.2
112864,185717.64
112865,4360.4404
112866,304010.5
112867,7160.3354
112868,33675.812
112869,90511.68
112870,84156.95
112871,162272.69
112872,31437.799
112873,141652.69
112874,87065.27
112875,85519.914
112876,227411.42
112877,35427.1
112878,387421.0
112879,357463.97
112880,48677.953
112881,35662.89
112882,396132.53
112883,40425.504
112884,22755.072
112885,43492.105
112886,85806.125
112887,17435.877
112888,104328.84
112889,79732.49
112890,166320.14
112891,97369.34
112892,55959.49
112893,42851.97
112894,282951.97
112895,23156.646
112896,9910.208
112897,69840.375
112898,173515.25
112899,26629.88
112900,50625.047
112901,69714.62
112902,30000.912
112903,178952.64
112904,237794.16
112905,54108.324
112906,52100.766
112907,1776.0018
112908,5866.5337
112909,553086.7
112910,105949.98
112911,55442.043
112912,16543.197
112913,92493.86
112914,7201.435
112915,197829.94
112916,305594.22
112917,68010.23
112918,78659.984
112919,52146.11
112920,32975.758
112921,2885.2566
112922,144004.45
112923,91511.49
112924,73699.305
112925,190289.97
112926,6557.6196
112927,10421.162
112928,37795.19
112929,81866.95
112930,524058.25
112931,52159.76
112932,186858.6
112933,3396.2546
112934,69526.48
112935,74173.766
112936,117551.75
112937,460539.84
112938,52225.777
112939,27692.822
112940,50925.137
112941,412626.44
112942,17708.57
112943,301735.72
112944,47091.277
112945,123808.29
112946,66993.69
112947,39303.742
112948,47716.625
112949,49058.723
112950,165081.28
112951,44539.285
112952,22901.145
112953,36826.816
112954,63946.46
112955,20756.127
112956,21891.314
112957,9561.864
112958,654650.0
112959,54460.86
112960,54697.48
112961,328499.2
112962,65296.45
112963,94108.11
112964,22055.424
112965,37080.066
112966,603253.4
112967,32816.47
112968,22095.705
112969,76118.47
112970,14245.484
112971,60633.715
112972,191953.9
112973,46114.367
112974,53924.93
112975,36586.953
112976,30915.648
112977,15675.178
112978,87517.94
112979,270492.38
112980,649223.94
112981,44924.312
112982,34036.504
112983,100574.4
112984,12716.199
112985,11764.072
112986,26922.383
112987,29413.816
112988,36420.395
112989,61021.39
112990,55517.926
112991,36346.996
112992,9878.539
112993,99190.82
112994,6481.267
112995,165914.22
112996,22647.924
112997,403956.94
112998,48764.918
112999,38387.156
113000,22502.264
113001,18899.158
113002,23512.484
113003,93207.05
113004,94190.23
113005,11342.193
113006,43455.348
113007,28877.783
113008,14826.376
113009,25796.752
113010,32633.23
113011,37995.633
113012,22440.178
113013,45846.664
113014,81830.5
113015,145399.36
113016,347386.22
113017,81159.35
113018,57995.04
113019,167168.53
113020,48862.984
113021,48060.863
113022,54248.28
113023,51962.23
113024,62000.203
113025,10492.097
113026,7116.0625
113027,42950.5
113028,29644.914
113029,139208.83
113030,59442.9
113031,62728.773
113032,5784.941
113033,109315.44
113034,31602.248
113035,43773.97
113036,166596.56
113037,105236.91
113038,78764.26
113039,87704.23
113040,40607.043
113041,14902.988
113042,191889.02
113043,32131.986
113044,263009.6
113045,899744.4
113046,50176.07
113047,15069.932
113048,29475.334
113049,106569.945
113050,111765.76
113051,107482.625
113052,13371.72
113053,75493.88
113054,47132.848
113055,32369.293
113056,75461.914
113057,18461.71
113058,27838.639
113059,64542.44
113060,74718.17
113061,39708.902
113062,62059.633
113063,235787.34
113064,96752.086
113065,47042.402
113066,18561.2
113067,76240.23
113068,91182.055
113069,12013.27
113070,91177.78
113071,171508.89
113072,29550.521
113073,302031.16
113074,161290.3
113075,37801.902
113076,111345.33
113077,39033.023
113078,45299.676
113079,63872.137
113080,56924.625
113081,52979.273
113082,31143.398
113083,60409.44
113084,75099.48
113085,17818.787
113086,192286.78
113087,655147.0
113088,40246.395
113089,189349.27
113090,14833.204
113091,64606.24
113092,95869.89
113093,42834.492
113094,152814.84
113095,125962.484
113096,33312.07
113097,47108.56
113098,230923.5
113099,-4121.7886
113100,34091.945
113101,302798.5
113102,279575.78
113103,50004.836
113104,18734.637
113105,11425.477
113106,150770.78
113107,109787.8
113108,172701.7
113109,20170.041
113110,69502.95
113111,124088.055
113112,84651.305
113113,110331.57
113114,29602.748
113115,49049.707
113116,70044.87
113117,197177.25
113118,10.931037
113119,190509.16
113120,79423.09
113121,47294.043
113122,127719.08
113123,377088.5
113124,17760.27
113125,163859.12
113126,102366.88
113127,74618.67
113128,28650.672
113129,182761.72
113130,126300.97
113131,58940.918
113132,114969.58
113133,78486.375
113134,382960.4
113135,88431.95
113136,94227.82
113137,14977.907
113138,82315.81
113139,96096.62
113140,97611.586
113141,71409.984
113142,16235.048
113143,41466.73
113144,191802.08
113145,64887.344
113146,72630.484
113147,22144.383
113148,183466.14
113149,46975.234
113150,25115.139
113151,31329.285
113152,42434.79
113153,203866.55
113154,98801.92
113155,46825.406
113156,660103.94
113157,161719.0
113158,35713.75
113159,203145.83
113160,19853.203
113161,156683.25
113162,59046.492
113163,32146.887
113164,67471.305
113165,263717.28
113166,21950.877
113167,137757.45
113168,38413.996
113169,52114.855
113170,251745.12
113171,61629.76
113172,98918.984
113173,12028.019
113174,114328.29
113175,61494.703
113176,91471.14
113177,95285.56
113178,31743.676
113179,6275.572
113180,14879.805
113181,54837.355
113182,33622.72
113183,33004.22
113184,45607.984
113185,87719.35
113186,136398.52
113187,120274.23
113188,16928.258
113189,142079.88
113190,13523.101
113191,13781.747
113192,24516.688
113193,101900.984
113194,50377.363
113195,231539.14
113196,32263.07
113197,771820.94
113198,122529.3
113199,42226.402
113200,30826.48
113201,33803.492
113202,20306.88
113203,27462.51
113204,144285.19
113205,721645.56
113206,77377.76
113207,27893.312
113208,212687.4
113209,118469.016
113210,104518.37
113211,30390.047
113212,78685.984
113213,67179.41
113214,40245.984
113215,78930.43
113216,68728.805
113217,12138.684
113218,46978.203
113219,3470.6174
113220,166765.69
113221,18607.988
113222,12799.66
113223,139376.58
113224,27324.816
113225,78793.2
113226,37096.266
113227,58511.98
113228,37090.203
113229,6135.602
113230,26658.943
113231,31284.957
113232,275297.25
113233,46455.625
113234,38110.73
113235,226152.27
113236,51885.266
113237,225551.45
113238,75473.85
113239,17992.773
113240,57522.94
113241,116316.74
113242,113270.805
113243,110556.414
113244,38769.195
113245,104509.97
113246,78828.086
113247,66836.22
113248,71200.945
113249,77537.72
113250,353772.8
113251,115260.11
113252,37494.02
113253,6766.917
113254,60888.457
113255,224994.17
113256,29995.943
113257,130276.19
113258,24868.938
113259,18529.89
113260,94606.79
113261,17873.07
113262,61842.375
113263,603794.2
113264,9799.992
113265,64673.85
113266,86245.48
113267,82900.445
113268,233937.77
113269,31696.45
113270,30861.443
113271,177404.38
113272,37677.836
113273,57776.07
113274,169774.62
113275,23231.525
113276,4661.815
113277,2351.656
113278,400785.78
113279,84381.24
113280,67218.1
113281,157795.61
113282,44338.406
113283,87659.516
113284,401954.56
113285,26513.447
113286,88954.12
113287,146643.34
113288,62904.207
113289,63638.633
113290,25836.326
113291,40214.12
113292,333606.22
113293,6759.7007
113294,24614.56
113295,362167.78
113296,39468.18
113297,35871.336
113298,59932.0
113299,46038.996
113300,63335.164
113301,25370.248
113302,122202.14
113303,67405.555
113304,140246.36
113305,54996.95
113306,39073.387
113307,136892.12
113308,39641.883
113309,69384.88
113310,19103.162
113311,81012.84
113312,31245.576
113313,133567.48
113314,12363.137
113315,108266.0
113316,48515.098
113317,89039.52
113318,28927.312
113319,26529.0
113320,78797.86
113321,28067.188
113322,25307.402
113323,51575.207
113324,6256.633
113325,37066.117
113326,25426.086
113327,47295.99
113328,10686.436
113329,281550.66
113330,191757.06
113331,10491.85
113332,56421.293
113333,163580.69
113334,27621.883
113335,10850.434
113336,151293.44
113337,5240.723
113338,122682.125
113339,24205.932
113340,58339.434
113341,130769.26
113342,63106.492
113343,27922.314
113344,4764.226
113345,-803.31433
113346,64213.484
113347,84893.484
113348,154511.39
113349,48987.23
113350,27507.613
113351,164188.45
113352,29987.156
113353,95694.68
113354,33614.668
113355,240034.61
113356,80974.0
113357,8103.064
113358,126274.54
113359,17959.781
113360,162320.22
113361,171747.48
113362,184896.78
113363,69767.586
113364,53135.38
113365,89785.01
113366,25379.648
113367,75807.086
113368,27420.814
113369,112271.73
113370,21565.373
113371,136105.44
113372,29619.5
113373,90332.76
113374,274464.38
113375,105462.48
113376,85657.164
113377,35426.516
113378,129321.94
113379,170720.47
113380,33090.484
113381,138858.17
113382,252031.19
113383,33854.016
113384,152181.38
113385,195468.48
113386,35609.605
113387,174877.42
113388,16172.411
113389,25938.037
113390,112711.27
113391,29657.627
113392,17404.816
113393,66447.43
113394,18588.49
113395,55607.16
113396,11998.465
113397,23231.994
113398,59543.137
113399,60038.57
113400,345185.66
113401,26639.244
113402,335046.75
113403,193849.33
113404,22722.844
113405,55386.44
113406,22731.654
113407,157854.81
113408,150636.3
113409,82945.055
113410,8081.0894
113411,45169.527
113412,48347.242
113413,559789.1
113414,49297.94
113415,24401.15
113416,89145.13
113417,861103.75
113418,329499.12
113419,44586.03
113420,24475.53
113421,34140.887
113422,124718.695
113423,49592.832
113424,44055.93
113425,31156.885
113426,146103.62
113427,154246.73
113428,201519.77
113429,166352.58
113430,178449.88
113431,81273.86
113432,42999.52
113433,40351.766
113434,13860.573
113435,19573.549
113436,83271.86
113437,34888.566
113438,28891.475
113439,87604.55
113440,145692.61
113441,16138.23
113442,191629.78
113443,172182.67
113444,133838.39
113445,149091.05
113446,16919.885
113447,36449.324
113448,37221.688
113449,110978.89
113450,150531.81
113451,44472.184
113452,150792.67
113453,150829.9
113454,249928.83
113455,47516.133
113456,38174.11
113457,41717.223
113458,94145.305
113459,37331.234
113460,40608.93
113461,3457.074
113462,39674.688
113463,15990.466
113464,74281.695
113465,5511.7075
113466,36126.453
113467,37171.152
113468,105259.01
113469,27618.502
113470,49939.71
113471,24512.621
113472,868807.5
113473,208263.22
113474,50848.277
113475,39077.03
113476,39219.973
113477,115659.37
113478,355578.25
113479,176325.05
113480,157115.6
113481,368849.66
113482,52438.22
113483,11402.45
113484,96625.836
113485,89555.81
113486,7228.996
113487,94451.87
113488,23179.916
113489,35022.273
113490,79115.66
113491,243826.86
113492,34925.934
113493,123490.086
113494,52178.324
113495,140149.34
113496,40877.52
113497,122787.15
113498,44134.43
113499,35605.867
113500,67962.02
113501,41123.566
113502,173357.83
113503,36075.8
113504,247307.11
113505,8730.996
113506,7036.648
113507,118866.13
113508,215221.47
113509,32497.105
113510,209315.67
113511,119252.3
113512,17781.793
113513,44300.105
113514,88777.93
113515,26854.248
113516,449021.8
113517,7776.968
113518,47483.332
113519,149618.14
113520,306609.16
113521,205149.25
113522,28305.646
113523,60466.027
113524,94662.266
113525,72784.41
113526,32393.105
113527,104467.3
113528,57971.492
113529,34558.79
113530,74659.39
113531,134132.61
113532,33006.715
113533,145771.61
113534,364971.88
113535,67973.195
113536,24358.322
113537,90147.484
113538,81657.48
113539,61578.83
113540,81711.09
113541,27812.033
113542,376688.44
113543,8749.866
113544,64915.594
113545,124099.67
113546,167675.45
113547,31968.043
113548,18968.318
113549,44572.56
113550,20956.865
113551,32208.078
113552,63160.734
113553,-380.26822
113554,391368.06
113555,83006.77
113556,79112.47
113557,42900.758
113558,29051.836
113559,216223.98
113560,50232.94
113561,79623.32
113562,53332.64
113563,372546.25
113564,29943.053
113565,23454.557
113566,154925.48
113567,310207.75
113568,291807.22
113569,207141.03
113570,325010.72
113571,33622.86
113572,273906.16
113573,37589.918
113574,23617.695
113575,24788.18
113576,245056.78
113577,29043.812
113578,37030.26
113579,206801.39
113580,92983.73
113581,265118.3
113582,22579.977
113583,101265.234
113584,51751.57
113585,127292.555
113586,16236.408
113587,77842.51
113588,150125.98
113589,16814.746
113590,300701.16
113591,141726.23
113592,18715.654
113593,41148.984
113594,69387.4
113595,355666.4
113596,218461.1
113597,21720.184
113598,34196.01
113599,45313.195
113600,145552.53
113601,22207.191
113602,148746.78
113603,35702.36
113604,47138.79
113605,37545.832
113606,214145.62
113607,86787.27
113608,152487.06
113609,35723.535
113610,52658.49
113611,162156.31
113612,254812.77
113613,84690.695
113614,33103.875
113615,15097.109
113616,108798.58
113617,109913.336
113618,253363.5
113619,163764.42
113620,35883.77
113621,82993.85
113622,11498.616
113623,18216.83
113624,239906.61
113625,128870.336
113626,79960.15
113627,60756.266
113628,42685.855
113629,13879.067
113630,90304.74
113631,34104.535
113632,26274.195
113633,17697.277
113634,480530.8
113635,64195.355
113636,104850.86
113637,11629.419
113638,69250.96
113639,67275.3
113640,45859.71
113641,54361.46
113642,200666.12
113643,30709.58
113644,411247.06
113645,270329.28
113646,274213.88
113647,51450.6
113648,67108.7
113649,21780.771
113650,12465.151
113651,64873.945
113652,29557.512
113653,124086.0
113654,86671.87
113655,71785.87
113656,135963.39
113657,599743.75
113658,27517.695
113659,122382.87
113660,13032.476
113661,150215.86
113662,86494.73
113663,53648.47
113664,13045.011
113665,516667.0
113666,44402.15
113667,56062.03
113668,124044.8
113669,36282.625
113670,64814.895
113671,103374.4
113672,209519.53
113673,67924.4
113674,298523.12
113675,506992.72
113676,68465.38
113677,19603.125
113678,46336.83
113679,217442.55
113680,29203.732
113681,24687.879
113682,31619.912
113683,35625.52
113684,100383.445
113685,42534.477
113686,78549.97
113687,47777.152
113688,93256.88
113689,34119.0
113690,50467.81
113691,116305.24
113692,29752.92
113693,100271.945
113694,134641.6
113695,27814.32
113696,105923.78
113697,322103.3
113698,50269.195
113699,42425.234
113700,125772.45
113701,134703.44
113702,137670.97
113703,50937.242
113704,48810.418
113705,84249.85
113706,338555.44
113707,55445.156
113708,59620.676
113709,44792.914
113710,132984.11
113711,36923.168
113712,13481.673
113713,50220.832
113714,25146.248
113715,18459.836
113716,11732.144
113717,836512.44
113718,99982.73
113719,32251.453
113720,42676.73
113721,17023.232
113722,202472.45
113723,184676.53
113724,122018.78
113725,258257.47
113726,20996.936
113727,41087.84
113728,48511.48
113729,13636.132
113730,81225.89
113731,37500.594
113732,116994.875
113733,74544.48
113734,76166.164
113735,9237.86
113736,30614.826
113737,51211.777
